PairID,Text,Score
AFR-test-1,"Venus beweeg tot 16 November agteruit deur jou beroepsone.	Venus, die plesierplaneet, beweeg die volgende sewe dae agteruit deur jou reissone.",0.75
AFR-test-312,Ons kan ook die gradiënt aflei uit n skets.	Maar dit is nie nodig om n skets te hê om die gradiënt te bepaal nie.,0.78
AFR-test-313,Onthou om die lensies veral vir n slaai af te spoel voor dit gebruik word.	Lensies is n goeie bron van proteïen en gee die slaai n interessante tekstuur.,0.72
AFR-test-314,"Wat julle nie besef nie, is dat daar geen meer aktiewe rol is om te bid nie.	Ent alle skape uitgesonderd die lammers teen Sponssiekte.",0.28
AFR-test-315,Ilse Salzwedel gesels met hom oor Die vyfde Aspoester.	Ilse Salzwedel gesels met Karen de Wet oor die kortlyste van die UJ-pryse wat pas bekendgemaak is.,0.62
AFR-test-316,"Alle paaie lei na Rome, lui die spreekwoord.	Alle paaie lei na Rome, maar net een Weg lei na die koninkryk van die hemele.",0.81
AFR-test-317,Hulle hou hulle onskuldig en maak of hulle my nie in my volle waarheid gesien het nie.	Toe hou ek my net so onskuldig en maak of ek nie weet wat hulle gesien het nie.,0.84
AFR-test-318,"Daarom kan die plantsoorte, wat hierdie spesifika nodig het, nie meer op sulke hoogtes gedy nie.	Niemand kom tot die Vader behalwe deur Hom nie (Johannes 14:6).",0.16
AFR-test-319,"Sodra die ysstroom die see bereik, kalwe die ys weg en word n gletser-ysberg gebore.	Mettertyd is al wat gesien kan word n paar suile wat bo die see uitsteek.",0.53
AFR-test-320,"Kook die vleis eers vir n rukkie met asyn, bietjie naeltjies en n paar uie.	Hierdie artikel handel oor die Deense wetenskaplike en digter, Piet Hein.",0.06
AFR-test-321,"Afgekoelde, droë, verbrande klere moet nie verwyder word nie aangesien dit infeksie kan veroorsaak.	Alle paaie lei na Rome, lui die spreekwoord.",0.19
AFR-test-322,Gebruik n gieter pleks van n tuinslang.	Laat die bier 12 uur lank by kamertemperatuur staan en plaas dit dan in die koelkas.,0.19
AFR-test-323,"Dis ook n geleentheid vir n rustige eerlike selfondersoek.	Hy was getroud met Ingegerd, n dogter van Olaf II van Swede.",0.12
AFR-test-324,Ek is nog altyd mal oor Wiskunde maar daardie vraestel was n siek grap.	Daarbenewens word dit ook teen 'n goeie prys aangebied.,0.09
AFR-test-325,Die Union Castle-gebou en die Maritieme Museum is ook by die Waterfront geleë.	Die Union Castle-gebou spog met die Suid-Afrikaanse Maritieme Museum.,0.97
AFR-test-326,Dis nou alles goed en wel as die queen Ierland vir die eerste keer ooit besoek.	Dis ook nog ok as ons eerste besoek ooit aan Dublin met hierdiè besoek saamval.,0.81
AFR-test-327,Hopelik het jy n eggenoot wat jou ondersteun in die rigting wat jy jou gesin wil lei.	En hopelik het jy n duidelik visie waarheen en hoe jy jou gesin wil lei.,0.56
AFR-test-328,Verplaas die hoenderstukke na n platbord en bedek met foelie om dit warm te hou.	Verplaas die hoender na n diep platbord.,0.59
AFR-test-329,Transaksiekoste beloop 90c per kaarttransaksie en n nuwe kaart sal jou slegs R50 uit die sak jaag.	Mense vra dikwels hoe maklik of moeilik is dit om te emigreer?,0.22
AFR-test-330,"Ek het toe twee skote gehoor, en drie Bantoes het uit die plafon geklim en is gearresteer.	Na 'n rukkie het ek nog vyf skote gehoor en agt Bantoes het uit die plafon geklim.",0.72
AFR-test-331,"Die wewenaar Abel Buitendag se lewe op sy plaas in die Oos-Vrystaat het n stil, onverstoorde gang.	Sy drie dogters smag eintlik na meer warmte en kontak, na n lewe wat gelééf word.",0.44
AFR-test-332,In die blaaie van hierdie boek kry n mens raad vir elke denkbare soort situasie.	Dit is n boek waarvoor daar op elke boekrak n plek ingeruim moet word.,0.47
AFR-test-333,Langs jou staan iets wat soos n reusagtige ronde bal lyk met n tonnel na binne.	Port Owen Vakansiehuis is aan die oewer van die Bergrivier in 'n sekuriteitskompleks.,0.12
AFR-test-334,"Ná vier jaar vervang hy die motor met n nuwe een  n nuwer model.	As jy 3 jaar kan volhou, het jy n verslawing oorwin.",0.19
AFR-test-335,"Waar ontkieming oor n periode van weke plaasvind, is die oorsaak waarskynlik sekondêre dormansie.	Die tweede mees gesoekte term op Google in Suid-Afrika was Oscar Pistorius.",0.09
AFR-test-336,"Dis n immergroen struik of klein boom wat tot 6 m hoog kan groei.	Van September tot Maart dra die struik pienk, rooi of wit enkelblomme met n ligte geur.",0.44
AFR-test-337,"Die hand wat die wieg beweeg het, was n skatryk Indiese familie  die Guptas.	Ek probeer oor jou skryf maar ek vind nie die regte woorde nie.",0.25
AFR-test-338,"Sprinkel n derde van die neute en kersies oor.	Daar was natuurlik ander digters wat hulle eie gedigte kon vertaal, of reeds oor vertalings beskik het.",0.31
AFR-test-339,"Indien die onderhandelinge goed afloop, sal die firma vir hom n werkspermit reël vir die tydperk.	Gevolglik kan hierdie rasse met aansienlike sukses gedurende enige periode van die jaar gepaar word.",0.31
AFR-test-340,Ek het jammer gevoel omdat Sprinkaan Mier so geterg het en so onvriendelik met Mier was.	Ek het jammer vir Sprinkaan gevoel omdat hy koud gekry het en honger was.,0.69
AFR-test-341,"Maar professor Fossilus het n groot probleem.	As die man die nageslag self bevrug het, word verwys na 'n biologiese vader.",0.22
AFR-test-342,"Volg dit op met die tweede ry kolle in n ander kleur as die eerste ry.	Maak dan kolle met jou kolletjiepen in n ander kleur, soos swart.",0.78
AFR-test-343,Vyftien politieke partye en gemeenskapsgroepe het kandidate in die verkiesing verkiesbaar gestel.	Die SAKP het vir die eerste keer nog kandidate teen die ANC in n verkiesing verkiesbaar gestel.,0.59
AFR-test-344,"Gedurende die sg struggle, was hy in beheer van die ANC se inligtingsdiens.	Die resultate van die struggle, spreek vanself.",0.47
AFR-test-345,"So, jy kan maar gerus n lekker melktert saam met jou kruideniersware in die trollie laai.	Die koord is 5 m lank, wat beteken jy hoef nie teenaan jou voertuig te stort nie.",0.25
AFR-test-346,Ryg 7 mm-silwerdraad (te koop by ysterwarewinkels) deur die groente en maak dit om die krans vas.	Ryg nog n draad deur die eiers en maak dit ook vas.,0.47
AFR-test-347,"Daar is soms 'n ligte, blouwit band wat vertikaal oor die voorste gedeelte van die lyf strek.	Daarna sluit hy hom by die Suid-Afrikaanse Polisie aan, waar hy n offisier word.",0.41
AFR-test-348,"Geen waardevolle, items mag na ure in die sluitkassies gelaat word nie.	Spek is heerlik saam met Franse roosterbrood, maar dit het n hoë sout inhoud.",0.19
AFR-test-349,"Nee wat, sy sou net nog n suurstofdief geword het.	Iemand wat altyd sou betoog het, selfs as daar daar net n kakkerlak op haar stoep was.",0.41
AFR-test-350,"Nou daag ek myself en vir julle uit om oor 26 vroue te skryf.	Ek skryf oor 26 Kaapse vroue, almal fiktief, wat op verskillende tye in die Kaap gewoon het.",0.62
AFR-test-351,Ah Ha Luukse Akkommodasie word gesertifiseer as hoogs aanbevole.	Dit het 74.5% van die subjekte korrek geklassifiseer met 'n sensitiwiteit van 69%.,0.16
AFR-test-352,"Laat jouself hieroor geld op n manier wat konflik beperk soos met e-posse of deur n bemiddelaar.	As dit gereeld gebeur, probeer sy dalk vir jou n verslawing wegsteek soos aan drank of dobbel.",0.19
AFR-test-353,Dis n gewilde manier van spaar vir n inkomste wanneer jy ophou werk.	Jy kan dit oorweeg om n ekstra inkomste te verdien deur deeltyds te werk.,0.72
AFR-test-354,"Gebruik die kans, en maak jou eie geskiedenis op hierdie geskiedkundige dag.	Die kontinentale roete vanaf die handelsentrums in Noord-China word verdeel in die noordelike en die suidelike roete.",0.25
AFR-test-355,Dadelik word jy in n doos geplaas.	Dadelik word daar n karikatuur van jou gemaak.,0.81
AFR-test-356,Dit is ook onaanvaarbaar as die teks deel van n prentjie of grafika is.	Teks of grafika kan gewoonlik ook nie uit n PDF lêer geëkstraeer word nie.,0.62
AFR-test-357,Dit maak dat die songs hulleself maklik laat sing  daar is n tydloosheid aan die woorde.	Dit laat n mens makliker sing.,0.44
AFR-test-358,Watter stad op die kaart is presies op die Greenwich-meridiaan geleë?	Afleidings oor die balans tussen Afrikaanse en Engelse titels bly n tameletjie.,0.19
AFR-test-359,"Amerika stel n koalisie saam teen Isis en begin met lugaanvalle.	Amerikaans gesteunde, Koerdies geleide magte verslaan Isis in Rakka.",0.78
AFR-test-360,Ek is gelukkig dat ek werk veiligheid het maar soos almal moet ek seker maak dat ek dit hou.	In die huidige wêreldwye geldelike situasie moet ons almal gelukkig wees om werk te hê.,0.66
AFR-test-361,Sir Rex Harrison (5 Maart 1908  2 Junie 1990) was n Britse verhoog- en rolprentakteur.	Harrison is op 2 Junie 1990 in sy huis in Manhattan dood op die ouderdom van 82.,0.75
AFR-test-362,"Iemand wat op dieselfde perseel woon, kan n beëdigde verklaring aflê dat jy ook daar woon.	Hy/sy moet n afskrif van hul ID en bewys van woonadres insluit; dieselfde adres waar jy woon.",0.75
AFR-test-363,Op 'n eerste vlak gaan dit oor die algemene verhale wat in die gemeenskap gedeel word.	Op 'n volgende vlak word verhale net binne 'n ruimte van vertroue gedeel.,0.66
AFR-test-364,Die meeste soorte melk het 45 - 60 kalorieë en 4.7 - 5.0 gram koolhidrate per 100 ml.	Doen dit vier keer 'n week en jy sal 1200 bykomende kalorieë en 100 gram koolhidrate kry.,0.53
AFR-test-365,Daar is 'n aantal natuurlike suur reflux produkte vir die behandeling wat eaily sorg van hierdie probleem.	Hy kan ook beveel 'n natuurlike suur reflux behandeling.,0.81
AFR-test-366,"Daardie één geweer wat net so n bietjie meer spesiaal is as die ander in die kluis.	Soms kliek jy en n geweer net, ongeag die kaliber.",0.53
AFR-test-367,Nelson Mandela was maar net n mens soos elkeen van ons.	Nelson Mandela was n gewone mens nes elkeen van ons.,0.97
AFR-test-368,Skaap sleep vyf swaar stompe oor die sloot.	Skaap sleep die bruin dwarshoute oor die swaar stompe.,0.66
AFR-test-369,"Daar word n vlot gebou van 12,5m lank en 2.1 m breed.	Almal se bagasie en die kos vir n week word op hierdie vlot gelaai.",0.59
AFR-test-370,Hou jou asem op terwyl iemand anders (nie jy self nie) vir jou tot tien tel.	Blaas uit en laat die ander persoon weer vir jou tot tien tel voordat jy weer asem skep.,0.84
AFR-test-371,"Ek sien ook daars n Suid-Afrikaanse Esperanto vereniging, so sterkte aan hulle.	Dalk word die grond nie verkoop nie, maar neem die kind(ers) net die boerdery oor.",0.28
AFR-test-372,Unicode is 'n internasionale standaard vir die identifikasie van grafiese tekens en simbole (soortgelyk aan die ASCII-kode).	Die standaard ken 'n nommer aan alle tekens en simbole ('karakters') van alle geskrewe tale toe.,0.78
AFR-test-373,Die naaswenner kry vyf nagte se bed-en-ontbyt-verblyf vir twee in die Grand Gaube-oord.	Die bruid in die derde plek ontvang bed-en-ontbyt-verblyf vir vyf nagte vir twee in die Le Morne-oord.,0.59
AFR-test-374,Met Ultra Dog Superwoof Adult Beef and Rice sal jy nie Cheeky se dieet hoef aan te vul nie.	Vertrou op Ultra Dog Superwoof vir n volledige en gebalanseerde dieet vir volwasse honde.,0.88
AFR-test-375,"Noordbaai (Coral Island) bied eksotiese koraal, kleurvolle visse en onderwater mariene lewe.	Ons kan hierdie kleurvolle koraal en onderwater seelewe deur middel van 'n glasbodem en snorkel (opsioneel) besigtig.",0.53
